# ::id 25712016
# ::tok Wir fuhren in der Richtung nach der Insel Kandia .
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :R (v7 / label)
                  :E (v8 / label)
                  :C (v9 / label))
           :A (v6 / label
                  :R (v10 / label)
                  :E (v11 / label
                          :E (v13 / label)
                          :C (v14 / label))
                  :C (v12 / label))))
