# ::id 25632018
# ::tok In einem Augenblick waren die Vorräte und Waffen im Boot , dieses im Meer und die Ruder in Tätigkeit .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 3-1.1.2 4-1.1.3.1.1 5-1.1.3.1.2 6-1.1.3.2 7-1.1.3.3 8-1.1.4.1 9-1.1.4.2 11-1.2.1 12-1.2.2.1 13-1.2.2.2 14-1.3 15-1.4.1.1 16-1.4.1.2 17-1.4.2.1 18-1.4.2.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v6 / label
                  :R (v14 / label~e.0)
                  :E (v15 / label~e.1)
                  :C (v16 / label~e.2))
           :S (v7 / label~e.3)
           :A (v8 / label
                  :C (v17 / label
                          :E (v28 / label~e.4)
                          :C (v29 / label~e.5))
                  :N (v18 / label~e.6)
                  :C (v19 / label~e.7))
           :A (v9 / label
                  :R (v20 / label~e.8)
                  :C (v21 / label~e.9)))
    :H (v3 / label
           :A (v10 / label~e.11)
           :A (v11 / label
                   :R (v22 / label~e.12)
                   :C (v23 / label~e.13))
           :S v7)
    :L (v4 / label~e.14)
    :H (v5 / label
           :A (v12 / label
                   :E (v24 / label~e.15)
                   :C (v25 / label~e.16))
           :P (v13 / label
                   :R (v26 / label~e.17)
                   :C (v27 / label~e.18))))
